 NA. No. LeaseWarehouse District LaiLong longtitude Area Fee Closest_point Closest_distance House_Price Distance_from_center
331 1928 2653 （出租）出租昌平天通苑仓库 Changping 40.078143 116.4407966 230 0.4 13773 0.26464627233 54431.0 10.1197080807
332 1998 2639 （出租）出租通州张家湾仓库 Tongzhou 39.762112 116.699198 200 0.4 11985 5.51555926168 67967.0 35.0685112965
333 2319 2053 （出租）出租房山长阳仓库 Fangshan 39.705051 116.210675 100 0.4 20330 2.25089596035 44551.0 22.3544405205
334 2337 4158 （出租）出租朝阳马各庄库房 Chaoyang 39.96395 116.556246 100 0.4 3508 0.35523804126 60390.0 18.6315958821
335 66 4580 （出租）出租通州马驹桥仓库,可分租，价格低， Tongzhou 39.749173 116.561185 30000 0.4 13514 0.181782479408 37114.0 20.5297057555
336 96 2762 （出租）顺义李桥20000平米厂库房可分租1 Shunyi 40.060135 116.644643 20000 0.4 19544 1.17943952984 45198.0 29.2480816838
337 143 389 （出租）北六环15000平米库房出租 Changping 40.118343 116.476166 15000 0.4 15216 1.4998590946 59636.0 14.1226838418
338 177 1655 （出租）【万米大库】通州宋庄徐尹路旁11000平米大库出租 Tongzhou 39.9866867 116.6979665 11000 0.4 12552 0.540555709563 40213.0 34.40468188
339 206 2418 （出租）长子营1000－3000平大小厂库房出租 Daxing 39.684968 116.596067 10000 0.4 13680 3.481648766 26219.0 25.3755133237
340 277 1837 （出租）通州独门独院，大院子，交通方便库房出租 Tongzhou 39.909946 116.656435 7500 0.4 12758 0.0788754084736 67210.0 29.561215717
342 295 4495 （出租）张家湾园区库房白菜价格年前甩组中 Tongzhou 39.909946 116.656435 7000 0.4 12758 0.0788754084736 67210.0 29.561215717
343 346 4493 （出租）可分租库房，价格优惠，交通方便 Tongzhou 39.909946 116.656435 5100 0.4 12758 0.0788754084736 67210.0 29.561215717
344 349 1066 （出租）出租通州-次渠5000平米仓库60000元/月 Tongzhou 39.806284 116.592643 5000 0.4 12687 0.276562768742 30640.0 23.0219400567
345 387 4176 （出租）出租-通州区张家湾镇5000平库房，临近103国道 Tongzhou 39.858341 116.72043 5000 0.4 12696 1.74698838549 43117.0 36.7582900812
346 388 4351 （出租）出租昌平小汤山仓库崔村镇南庄村 Changping 40.353947 116.359654 5000 0.4 15621 8.34526010035 35659.0 22.3189441394
347 402 3240 （出租）新建5A级库房，首次对外出租，价格可谈 Tongzhou 39.786285 116.700623 5000 0.4 11985 4.37429359906 67967.0 34.9969396111
348 413 590 （出租）南中轴路魏善庄政府附近4500平米库房出租 Daxing 39.7435308 116.4052142 4500 0.4 17416 1.10057189826 40418.0 8.26896288795
349 485 59 （出租）国有工业用地可定制高台库房 Haidian 40.096058 116.215406 3500 0.4 7278 0.873796747101 52408.0 21.5808789141
350 492 2776 （出租）位置优越宋庄通燕高速入口旁库房出租 Tongzhou 39.929932 116.73484 3500 0.4 12670 0.98170282348 90818.0 38.2954210551
351 520 293 （出租）潞城镇3100平米厂库房出租适合做库房 Tongzhou 39.915848 116.728974 3100 0.4 12670 1.67293171869 90818.0 37.6292156882
352 563 1715 （出租）顺义国企北京城建优质厂房办公楼招租 Shunyi 40.12329 116.65755 3000 0.4 19509 0.246689769094 38978.0 31.5592831391
353 569 2507 （出租）华尚产业园高质量厂房手续全可注册花园式带办公楼宿舍 Shunyi 40.0782691 116.720221 3000 0.4 19138 0.492235903916 33929.0 37.6235617887
354 580 1879 （出租）北京大兴区魏善庄镇附近仓库3000平米 Daxing 39.63148 116.414675 3000 0.4 18373 2.26982470608 34145.0 13.9095227358
355 599 2365 （出租）锦绣大地旁独院2700平 Haidian 39.936904 116.229955 2700 0.4 7628 0.627933817735 57138.0 17.9200375592
356 665 2360 （出租）急急急(个人)库房厂房出租--找店网推荐A Miyun 40.368731 116.840793 2300 0.4 21372 0.754007018316 30192.0 55.0808368079
357 681 4080 （出租）石景山衙门口、房山良乡库房出租、2100平、高台库 Shijingshan 39.889594 116.211881 2100 0.4 11461 0.546385845687 62786.0 19.8908050327
358 787 2119 （出租）优质房源出租通州宋庄仓库 Tongzhou 39.940709 116.72745 1800 0.4 12073 1.88339682017 59738.0 37.4937952083
360 832 1280 （出租）出租大兴-生物医药基地1500平米仓库18000元/月 Daxing 39.696489 116.319069 1500 0.4 17216 0.231616037828 32880.0 13.1057133134
361 833 3919 （出租）出租大兴-庞各庄1500平米仓库18000元/月 Daxing 39.634751 116.324249 1500 0.4 17886 0.393646920682 35911.0 15.3539910851
362 847 2138 （出租）独门独院通州宋庄1500平米库房出租 Tongzhou 39.940709 116.72745 1500 0.4 12073 1.88339682017 59738.0 37.4937952083
363 866 1896 （出租）（出租）通州张家湾张凤路路边仓储、物流、厂库房！ Tongzhou 39.858341 116.72043 1500 0.4 12696 1.74698838549 43117.0 36.7582900812
364 881 419 （出租）可供暖出租通州优质独院库房1500平米 Tongzhou 39.915848 116.728974 1500 0.4 12670 1.67293171869 90818.0 37.6292156882
365 889 2735 （出租）新厂房新办公楼水电齐全能进大车位置超棒 Tongzhou 39.883504 116.73394 1400 0.4 12670 2.33884043365 90818.0 38.1978099726
366 940 2996 （出租）年底主推库房通州独门独院厂库房1200平 Tongzhou 40.1934773 116.6601732 1200 0.4 19184 0.50364778095 29097.0 33.16983699
367 945 4275 （出租）北六环航空博物馆旁1200平、600平仓库出租 Changping 40.177325 116.399907 1200 0.4 14969 0.250602394761 12758.0 13.377239201
368 1003 3244 （出租）出租大兴-魏善庄1000平米仓库12000元/月 Daxing 39.753458 116.332204 1000 0.4 17120 0.170257451446 40812.0 10.0004372613
369 1042 2283 （出租）顺义李桥沿河附近独院1000平仓库出租可注册（顺） Shunyi 40.060135 116.644643 1000 0.4 19544 1.17943952984 45198.0 29.2480816838
370 1049 2679 （出租）1000㎡精品小库房，廉价出租，机不可失 Tongzhou 39.867609 116.510882 1000 0.4 2563 0.30033177263 67115.0 13.5215213672
371 1081 4017 （出租）年底低价出租芍药居北里地下室单位直租 Chaoyang 39.986689 116.431269 1000 0.4 3265 0.317192455349 67341.0 5.98286320696
372 1102 1235 （出租）通张家湾张釆路旁边1000平米仓库4毛出租 Tongzhou 39.858341 116.72043 1000 0.4 12696 1.74698838549 43117.0 36.7582900812
373 1182 3655 （出租）南六环南大红门桥附近厂库房出租 Daxing 39.685539 116.50162 880 0.4 17344 4.01042304386 43180.0 16.5310940116
374 1241 3253 （出租）通州六环边800㎡标准库房，环氧地坪漆，干净整洁 Tongzhou 39.7648877 116.6894313 800 0.4 11985 5.28229310755 67967.0 33.9772525445
375 1252 1798 （出租）抢手的小面积厂房有办公有宿舍独门独院水电齐全 Tongzhou 39.940709 116.72745 800 0.4 12073 1.88339682017 59738.0 37.4937952083
376 1265 1057 （出租）出租独立仓库200米----2000平米均可 Daxing 39.838576 116.342829 800 0.4 9070 0.354180606452 50998.0 6.30823605295
377 1344 2734 （出租）独院出租通州宋庄双层库房出租660平米 Tongzhou 39.9051096 116.7362616 660 0.4 12670 1.28338862752 90818.0 38.43747153
378 1408 2013 （出租）通州马驹桥仓库400-600平米超低价出租不讲价 Tongzhou 39.7514059 116.5728099 600 0.4 13680 0.792554745765 26219.0 21.6905495391
379 1443 2738 （出租）出租通州通州周边厂库房 Tongzhou 39.909946 116.656435 600 0.4 12758 0.0788754084736 67210.0 29.561215717
380 1581 1859 （出租）独门独院两层楼房整体出租、 Tongzhou 39.832751 116.659686 500 0.4 13400 0.79108945283 32403.0 30.1519640366
381 1582 3101 （出租）昌平县城昌平西关环岛附近自家院子500 Changping 40.2228006 116.2154856 500 0.4 14535 0.12205415943 30000.0 24.9080734264
382 1617 3242 （出租）通州马驹桥史村双洋胶带院内诚意出租仓库！！！ Tongzhou 39.749173 116.561185 450 0.4 13514 0.181782479408 37114.0 20.5297057555
383 1626 3500 （出租）四百平大仓库超便宜出租啦敲好的老板敲方便的交通 Tongzhou 39.749173 116.561185 420 0.4 13514 0.181782479408 37114.0 20.5297057555
385 1878 849 （出租）急急急转租昌平区北七家一厂库 Changping 40.117938 116.424619 260 0.4 14025 0.256646248615 57873.0 11.0726089186
386 2039 2582 （出租）诚意出租通州马驹桥仓库 Tongzhou 39.749173 116.561185 200 0.4 13514 0.181782479408 37114.0 20.5297057555
387 2061 2120 （出租）长辛店长兴路于辛庄南路红绿灯南仓库200平米 Fengtai 39.8457228 116.1669931 200 0.4 9474 1.63219088729 37122.0 25.0479503323
388 2167 1048 （出租）黄村中轴路旁，临近6环厂房 Daxing 39.72773 116.340251 150 0.4 17014 0.172368073173 34075.0 10.4954098644
389 2316 1434 （出租）顺义李桥镇北桃园村主街100平米门脸房出租 Shunyi 40.029957 116.724878 100 0.4 19138 2.87015740759 33929.0 37.6665204694
390 2321 2199 （出租）【腾讯众创空间】精装工位送高新企业证书哦 Changping 40.081154 116.363025 100 0.4 14319 0.0552981608778 42915.0 9.10853608978
391 2533 2460 （出租）东小口东小口半截塔村仓库50平米 Changping 40.084561 116.39998 50 0.4 15826 0.26862421931 33732.0 8.81356619389
392 677 3946 （出租）马驹桥东紧邻物流基地2200平可分租厂房仓库 Daxing 39.749173 116.561185 2200 0.404545454545 13514 0.181782479408 37114.0 20.5297057555
393 1335 2675 （出租）潞城潞城工业园区仓库700平米 Tongzhou 39.915848 116.728974 700 0.404761904762 12670 1.67293171869 90818.0 37.6292156882
394 811 1835 （出租）宋梁路东六环周边仓库1640平米配套全齐交通方便 Tongzhou 39.9051096 116.7362616 1640 0.406504065041 12670 1.28338862752 90818.0 38.43747153
395 1164 3850 （出租）出租丰台-太平桥900平米仓库11000元/月 Fengtai 39.904321 116.310799 900 0.407407407407 5611 0.220769580898 59973.0 8.8734069629
396 1329 2894 （出租）潞城潞城镇工业园区仓库700平米 Tongzhou 39.923638 116.729151 700 0.409523809524 12670 1.58789575834 90818.0 37.655144973
397 771 1943 （出租）出租大兴-生物医药基地1850平米仓库23000元/月 Daxing 39.670342 116.319932 1850 0.414414414414 17511 0.961820376122 42576.0 14.0997655008
398 918 2299 （出租）低级急租，1200㎡优质库房，价格可谈 Tongzhou 39.858341 116.72043 1300 0.415384615385 12696 1.74698838549 43117.0 36.7582900812
399 1277 3090 （出租）通州核心区仓库800平米一万一个月方便好用 Tongzhou 39.9051096 116.7362616 800 0.416625 12670 1.28338862752 90818.0 38.43747153
400 2393 1062 （出租）出租顺义顺义周边仓库 Shunyi 40.180902 116.48941 80 0.416666666667 20013 2.24388490838 56860.0 17.4341341707
401 2582 1139 （出租）出租大兴旧宫仓库 Daxing 39.804692 116.436843 40 0.416666666667 9460 0.305408329108 40204.0 7.23384512583
402 1275 1922 （出租）出租大兴仓库800平米+冷库300平 Daxing 39.63148 116.414675 800 0.416666666667 18373 2.26982470608 34145.0 13.9095227358
403 1587 972 （出租）【500平精装】出租通州宋庄500平库房仓库 Tongzhou 39.940709 116.72745 500 0.416666666667 12073 1.88339682017 59738.0 37.4937952083
405 2241 545 （出租）漷县通州区仓库120平米 Tongzhou 39.909946 116.656435 120 0.416666666667 12758 0.0788754084736 67210.0 29.561215717
406 2247 3717 （出租）南磨房王四营官庄村库房50-100平米 Chaoyang 39.8838 116.4785 120 0.416666666667 3509 0.24714174467 63806.0 9.84579003517
407 1485 3785 （出租）出租大兴黄村仓库 Daxing 39.720974 116.282078 550 0.424242424242 18351 1.98679964793 40212.0 15.1745481015
408 1732 4190 （出租）出租顺义马坡仓库 Shunyi 40.167837 116.602207 330 0.424242424242 19472 1.67551321311 27463.0 26.8416705119
409 776 672 （出租）出租大兴-生物医药基地1800平米厂库房 Daxing 39.696489 116.319069 1800 0.425925925926 17216 0.231616037828 32880.0 13.1057133134
410 963 885 （出租）黄村贵兴路10号仓库1125 Daxing 39.722966 116.332611 1125 0.42962962963 17084 0.116754940249 45455.0 11.1622306135
411 808 4175 （出租）出租大兴南大红门桥京福路旁仓库 Daxing 39.7263 116.4634161 1700 0.43137254902 17891 2.10623925007 39773.0 12.0836382035
412 1123 2881 （出租）1000平个人库房出租芦求路巨邦物流园 Daxing 39.769382 116.273651 1000 0.433333333333 17277 2.26414873422 54996.0 14.6797245886
413 1140 1904 （出租）大兴芦求路华强五金西仓库出租 Daxing 39.72773 116.340251 1000 0.433333333333 17014 0.172368073173 34075.0 10.4954098644
414 1601 3445 （出租）出租通州宋庄独门独院精装修小仓库 Tongzhou 39.940709 116.72745 480 0.434027777778 12073 1.88339682017 59738.0 37.4937952083
415 2112 2331 （出租）出租大兴大兴周边仓库90平米库房另有房屋3间 Daxing 39.726929 116.341395 160 0.4375 17014 0.0509211734925 34075.0 10.4619769153
416 1681 1883 （出租）出租顺义-顺义周边350平米仓库5000元/月 Shunyi 40.146933 116.551013 380 0.438596491228 19996 0.604666478647 51547.0 21.4247099623
417 828 3290 （出租）出租昌平-城南1500平米仓库20000元/月 Changping 40.212577 116.254819 1500 0.444444444444 14286 0.196832263409 41563.0 21.3106796453
418 1288 4656 （出租）出租大兴-大兴周边750平米仓库10000元/月 Daxing 39.726929 116.341395 750 0.444444444444 17014 0.0509211734925 34075.0 10.4619769153
419 1754 4612 （出租）出租房山-良乡300平米仓库4000元/月 Fangshan 39.752839 116.141084 300 0.444444444444 20400 0.0733395914791 23479.0 28.7686591667
420 2115 975 （出租）出租朝阳-东坝150平米仓库2000元/月 Chaoyang 39.95417 116.598619 150 0.444444444444 3701 0.850030402191 56985.0 23.2475644846
421 1848 4655 （出租）农家院,厂房出租。 Miyun 40.474803 116.854124 300 0.444444444444 21369 2.12676204047 35114.0 58.784215561
422 2464 639 （出租）出租朝阳周边仓库 Chaoyang 39.853324 116.596658 60 0.444444444444 2759 1.52557600402 51191.0 23.071254987
423 1619 1963 （出租）出租丰台杜家坎长辛店厂库房 Fengtai 39.83965 116.203014 450 0.444444444444 9506 0.325069911085 42277.0 21.1234450263
424 1823 3047 （出租）良乡南刘庄仓库300平米 Fangshan 39.662273 116.70797 300 0.444444444444 11985 10.5987412989 67967.0 37.337007527
425 2245 4724 （出租）出租顺义首都机场北侧仓库 Shunyi 40.075391 116.592125 120 0.444444444444 19606 1.17844904421 28907.0 23.9067692088
426 2466 1421 （出租）出租通州中仓南大街仓库 Tongzhou 39.903799 116.660723 60 0.444444444444 11977 0.188742260001 45437.0 30.0383445404
427 2473 816 （出租）石门石门市场，汽配城附近仓库65平米 Shunyi 40.129868 116.641337 60 0.444444444444 19223 0.449941515657 46407.0 29.9873867934
428 1868 654 （出租）出租大兴区安定镇小型厂房、仓库 Daxing 39.647473 116.49898 260 0.448717948718 17344 5.92136258912 43180.0 17.6379643643
429 1890 2587 （出租）沙河小沙河村西搅拌站后仓库260平米 Changping 40.148969 116.290595 260 0.448717948718 16261 0.582117453835 27465.0 16.2949981631
430 1891 2712 （出租）北小营镇西府村仓库260平米 Shunyi 40.199887 116.728714 260 0.448717948718 19897 0.840816000463 33139.0 40.3099777977
431 156 4127 （出租）亦庄周边13400独院库房层高6米低价出租 Tongzhou 39.800164 116.481905 13400 0.45 18775 0.243735095049 54191.0 11.4609288899
432 243 1653 （出租）于家务8800独院库房出租空地大能进大车 Tongzhou 39.718835 116.703733 8800 0.45 11985 7.73444225792 67967.0 36.0607959075
433 307 4118 （出租）顺义张镇6200平米库房整租 Shunyi 40.130347 116.654651 6200 0.45 19790 0.10321017004 45000.0 31.3779143703
434 412 118 （出租）通州区环境超好独院4500平米库房招租 Tongzhou 39.862872 116.765949 4500 0.45 12670 4.00340382881 90818.0 41.797445618
435 869 2756 （出租）亦庄联东U谷南200.350.600.900平库房 Tongzhou 39.749173 116.561185 1500 0.45 13514 0.181782479408 37114.0 20.5297057555
436 937 2487 （出租）大兴黄村芦求路西旁1200平独栋住宿办公楼 Daxing 39.712516 116.2885874 1200 0.45 18351 1.17143446414 40212.0 14.872759598
437 1108 2617 （出租）昌平百善厂库房招租【1000㎡/间】 Changping 40.16724 116.320368 1000 0.45 15343 0.430131112749 41819.0 15.0110158465
438 1176 2213 （出租）亦庄联东U谷南旁200.350.900平好库房 Tongzhou 39.749173 116.561185 900 0.45 13514 0.181782479408 37114.0 20.5297057555
439 1294 3954 （出租）东北四环芍药居北里地下室出租，适合工作室、密室 Chaoyang 39.986689 116.431269 720 0.45 3265 0.317192455349 67341.0 5.98286320696
440 2257 3069 （出租）个人出租可做淘宝库房等电商仓库 Changping 40.104955 116.544183 110 0.454545454545 19261 0.165255850458 71741.0 19.6832079056
441 1819 1198 （出租）出租密云河南寨仓库带动力电 Miyun 40.3274579 116.82315 300 0.455555555556 21372 3.24699630968 30192.0 52.448245669
442 1665 1005 （出租）出租台湖玉甫上营村房屋 Tongzhou 39.832751 116.659686 400 0.458333333333 13400 0.79108945283 32403.0 30.1519640366
443 1360 3565 （出租）张家湾张辛庄村库房共650平米 Tongzhou 39.867756 116.73568 650 0.461538461538 12670 3.0019410221 90818.0 38.4235291428
444 2085 2017 （出租）出租大兴黄村仓库 Daxing 39.7049991 116.2858939 180 0.462962962963 18351 1.44121694512 40212.0 15.3410056041
445 1900 1951 （出租）出租顺义南彩仓库 Shunyi 40.134033 116.711216 250 0.466666666667 19359 0.493036541881 33322.0 37.3876049226
446 1001 649 （出租）出租大兴-大兴周边1000平米仓库14000元/月 Daxing 39.726929 116.341395 1000 0.466666666667 17014 0.0509211734925 34075.0 10.4619769153
447 1899 4692 （出租）亦庄大兴长子营开发区仓库厂房250平米 Daxing 39.702778 116.580353 250 0.466666666667 13680 1.77080232465 26219.0 23.4167023184
448 2047 1252 （出租）出租库房大院200平米 Shunyi 40.077009 116.158951 200 0.466666666667 5544 1.24822205101 54771.0 27.0740998717
450 2176 3192 （出租）出租大兴大兴周边仓库90平米仓库另有房屋3间 Daxing 39.726929 116.341395 150 0.466666666667 17014 0.0509211734925 34075.0 10.4619769153
451 2496 581 （出租）出租朝阳-垡头50平米仓库700元/月 Chaoyang 39.86729 116.530922 50 0.466666666667 4505 1.18371871334 52708.0 15.7313781071
452 2544 4381 （出租）潞城路城大甘棠仓库50平米 Tongzhou 39.915848 116.728974 50 0.466666666667 12670 1.67293171869 90818.0 37.6292156882
453 2446 1899 （出租）出租朝阳-朝阳周边60平米仓库850元/月 Chaoyang 39.851646 116.598666 60 0.472222222222 2759 1.75903747877 51191.0 23.302793027
454 2846 923 （出租）14平米小仓库出租 Shunyi 40.145928 116.59484 14 0.47619047619 19472 1.28054758798 27463.0 25.6060289568
455 1717 3597 （出租）长阳长阳镇夏场村仓库350平米 Fangshan 39.6887985 116.2122554 350 0.47619047619 20330 2.97949942671 44551.0 22.5686437868
456 480 3222 （出租）小汤山库房出租 Changping 40.177325 116.399907 3600 0.48 14969 0.250602394761 12758.0 13.377239201
457 278 3014 （出租）103国道旁7500平独院11.5米高库房出租 Tongzhou 39.77976 116.793715 7500 0.48 13227 0.926103257832 30584.0 45.2746473696
458 764 1216 （出租）大兴周边库房出租 Daxing 39.689063 116.425978 2000 0.48 18158 0.702625331346 33845.0 11.4985034377
459 797 3610 （出租）出租大兴-大兴周边1700平米仓库25000元/月 Daxing 39.726929 116.341395 1700 0.490196078431 17014 0.0509211734925 34075.0 10.4619769153
460 34 3779 （出租）出租通州通州北苑仓库 Tongzhou 39.969976 116.692317 40000 0.5 12406 1.20587743182 41023.0 33.694054184
461 219 3534 （出租）出租通州宋庄仓库 Tongzhou 39.940709 116.72745 10000 0.5 12073 1.88339682017 59738.0 37.4937952083
462 258 1957 （出租）出租通州漷县仓库 Tongzhou 39.998327 116.506137 8000 0.5 2836 0.137328888175 55948.0 13.6128484593
463 280 2039 （出租）出租通州潞城仓库 Tongzhou 40.145522 116.546668 7200 0.5 19996 0.601819085332 51547.0 20.9842454309
464 290 566 （出租）出租房山良乡仓库 Fangshan 39.7971122 116.0883357 7000 0.5 10484 3.08194979391 37541.0 34.0442889577
465 297 3763 （出租）厂库房出租面积可选 Shunyi 40.060135 116.644643 7000 0.5 19544 1.17943952984 45198.0 29.2480816838
466 426 3276 （出租）顺义标准库房出租 Shunyi 40.104699 116.543903 4500 0.5 19261 0.190517332955 71741.0 19.6498626744
467 533 1410 （出租）出租昌平沙河仓库 Changping 40.148307 116.288739 3000 0.5 16261 0.37481883973 27465.0 16.4125706925
468 624 2108 （出租）出租顺义李桥仓库 Shunyi 40.1934773 116.6601732 2500 0.5 19184 0.50364778095 29097.0 33.16983699
469 655 4459 （出租）出租顺义机场仓库 Shunyi 40.090917 116.757273 2400 0.5 20094 1.96543578305 31889.0 41.7816660437
470 756 1012 （出租）厂房仓库出租 Daxing 39.6800108 116.4869542 2000 0.5 17344 4.7633570655 43180.0 15.5466163222
471 761 3547 （出租）厂房、库房整体出租 Huairou 40.335839 116.641434 2000 0.5 21367 5.11728191784 22677.0 35.0728986537
472 1776 1981 （出租）出租大兴黄村仓库 Daxing 39.72773 116.340251 300 0.5 17014 0.172368073173 34075.0 10.4954098644
473 2020 4743 （出租）出租昌平城南仓库 Changping 40.1980589 116.1427284 200 0.5 16676 1.97682714249 30421.0 31.0481253441
474 2226 2845 （出租）出租昌平沙河仓库 Changping 40.1242576 116.2035009 120 0.5 7278 2.33949071309 52408.0 23.3828254727
475 2282 1592 （出租）100平米库房出租 Changping 40.070077 116.375578 100 0.5 7764 0.13203756053 62675.0 8.20357448345
476 2338 4401 （出租）出租海淀海淀周边仓库 Haidian 40.096108 116.215483 100 0.5 7278 0.865016214796 52408.0 21.574217447
477 2621 1204 （出租）出租大兴黄村小库房 Daxing 39.720974 116.282078 30 0.5 18351 1.98679964793 40212.0 15.1745481015
478 21 92 （出租）超大类仓储现对外招租,交通方便,大车进出方便 Changping 40.1663752 116.1941833 50000 0.5 16029 1.24317555391 33564.0 25.2881675629
479 26 386 （出租）大兴生物医药基本45000平平地库出租 Daxing 39.726929 116.341395 45000 0.5 17014 0.0509211734925 34075.0 10.4619769153
480 32 1622 （出租）紧邻六环超大库房招租4万平米可进大车 Haidian 40.1156278 116.1554015 40000 0.5 5443 0.304414795969 40779.0 28.0857927448
481 33 1863 （出租）昌平南六环附近40000平米库房出租，可分租 Changping 40.162423 116.359199 40000 0.5 14168 3.30007136673 42563.0 13.066128576
482 40 2993 （出租）90亩地高台库9000平平库30000平低价 Daxing 39.758268 116.609651 39000 0.5 13362 1.9353174619 36566.0 25.4595949785
483 56 1616 （出租）昌平阳坊3万平米库房招租大型物流及仓储 Haidian 40.1156278 116.1554015 30000 0.5 5443 0.304414795969 40779.0 28.0857927448
484 62 4662 （出租）业主直租的30000平米库房 Daxing 39.684968 116.596067 30000 0.5 13680 3.481648766 26219.0 25.3755133237
485 63 1680 （出租）紧靠北六环30000平米仓储招租,可注册进大车 Changping 40.1410907 116.1432643 30000 0.5 14853 1.0423533792 36782.0 29.8061859652
486 69 4322 （出租）出租大兴生物医药基地仓库 Daxing 39.670342 116.319932 26000 0.5 17511 0.961820376122 42576.0 14.0997655008
487 74 69 （出租）20000平米仓库火爆出租,西北旺,西三旗上地仓储 Haidian 40.22066 116.231204 20000 0.5 14988 0.186985330228 53368.0 23.5004870642
489 91 3409 （出租）厂库房整租分租，非中介，可上门直谈，房东直租 Changping 40.16724 116.320368 20000 0.5 15343 0.430131112749 41819.0 15.0110158465
490 146 657 （出租）京藏高速附近15000平米仓库出租可分租 Changping 40.246675 116.135011 15000 0.5 15333 0.258675988604 26456.0 32.9556719334
491 149 392 （出租）紧急出租北京昌平南口陈庄厂房面积可分租 Haidian 40.053062 116.30601 14000 0.5 6048 0.420716727973 35870.0 11.8335425375
492 154 1671 （出租）5毛租13700平米平库独门独院漷马路马驹桥 Tongzhou 39.749173 116.561185 13700 0.5 13514 0.181782479408 37114.0 20.5297057555
494 173 821 （出租）顺义南彩12000平米高台库出租转让 Shunyi 40.134033 116.711216 12000 0.5 19359 0.493036541881 33322.0 37.3876049226
495 191 394 （出租）上地西二旗京包路库房出租 Haidian 40.064669 116.289112 10000 0.5 5779 1.13475154313 72369.0 13.6903488518
496 196 721 （出租）出租北六环仓库10000平米可分租 Changping 40.1594808 116.3956294 10000 0.5 15882 0.919526075868 28170.0 12.4666248062
497 198 995 （出租）南中轴路与南六环交叉处空地仓库出租 Daxing 39.741154 116.405203 10000 0.5 17416 0.984707170434 40418.0 8.38395912157
499 222 1462 （出租）北六环10000㎡地下空间招租，可分租。 Changping 40.22066 116.231204 10000 0.5 14988 0.186985330228 53368.0 23.5004870642
500 242 166 （出租）昌平8888平可分0.5元 Changping 40.22066 116.231204 8888 0.5 14988 0.186985330228 53368.0 23.5004870642
501 244 4396 （出租）甩租便宜出租仓储库房仓库办公室 Changping 40.164557 116.218685 8800 0.5 14151 2.30732761101 35972.0 22.929856701
502 246 4164 （出租）​通州西集优质厂库房出租出租面积8100平米 Tongzhou 39.909946 116.656435 8100 0.5 12758 0.0788754084736 67210.0 29.561215717
503 253 921 （出租）出租昌平开发区8000平米仓库可分租 Changping 40.064574 116.427562 8000 0.5 13871 0.117957709426 38166.0 8.78826133811
504 261 3536 （出租）顺义机场东路与龙塘路8000平米库房出租六环内 Shunyi 40.0763264 116.63008 8000 0.5 19544 0.919973610075 45198.0 27.917228797
505 264 565 （出租）出租京藏高速附近8000平米仓库可分租 Changping 40.22066 116.231204 8000 0.5 14988 0.186985330228 53368.0 23.5004870642
506 268 1576 （出租）整租马驹桥物流园区内厂房带办公楼出租内配员工宿舍 Tongzhou 39.749173 116.561185 8000 0.5 13514 0.181782479408 37114.0 20.5297057555
507 272 1868 （出租）出租昌平南口8000平米库房，可分租。 Changping 40.246675 116.135011 8000 0.5 15333 0.258675988604 26456.0 32.9556719334
508 308 3158 （出租）魏善庄镇仓库、办公室、宿舍6000平米 Daxing 39.63148 116.414675 6000 0.5 18373 2.26982470608 34145.0 13.9095227358
509 318 2398 （出租）通州区张家湾镇北大化工业区 Tongzhou 39.858341 116.72043 6000 0.5 12696 1.74698838549 43117.0 36.7582900812
510 327 2153 （出租）西四环岳各庄独院库房6000平出租 Fengtai 39.8754 116.2755 6000 0.5 8537 0.123834754056 49919.0 12.8947907128
511 333 343 （出租）东五环仓库6000平米价格面议 Chaoyang 39.873046 116.572557 6000 0.5 2993 0.423927107482 47356.0 20.3062502083
512 356 208 （出租）招租大型仓储40000平米,适合存放各类东西 Changping 40.138554 116.139337 5000 0.5 14853 1.48687542782 36782.0 30.1620067513
513 357 254 （出租）昌平超大仓储、物流港4万平米招租,交通方便 Changping 40.1156278 116.1554015 5000 0.5 5443 0.304414795969 40779.0 28.0857927448
514 366 950 （出租）《个人》低价急租辛庄桥定泗路正规厂库房，不拆迁 Haidian 40.0702309 116.2307465 5000 0.5 6426 0.965495696496 56667.0 19.4987392309
515 371 1634 （出租）大型物流港、仓储1000-40000平米可分组 Haidian 40.1663752 116.1941833 5000 0.5 16029 1.24317555391 33564.0 25.2881675629
516 377 2513 （出租）通州区张家湾镇精装库房出租 Tongzhou 39.762112 116.699198 5000 0.5 11985 5.51555926168 67967.0 35.0685112965
517 389 4540 （出租）个人出租定泗路5000正规厂库房，可分租。不拆迁。 Changping 40.1118855 116.3056047 5000 0.5 14707 0.600838953493 58314.0 13.8206366133
518 425 3275 （出租）900至2000平米电商库房,可分租 Shunyi 40.070009 116.555125 4500 0.5 19600 0.154978377425 68307.0 19.9900809452
519 434 20 （出租）中关村上地北专业仓储全托管物流快递配送一体化 Haidian 39.977928 116.318199 4200 0.5 7215 0.270247345491 113704.0 8.7673476943
520 436 589 （出租）国有仓库4000平米出租可分租 Changping 40.22066 116.231204 4180 0.5 14988 0.186985330228 53368.0 23.5004870642
521 457 4584 （出租）个人出租北清路辛庄桥正规工业用地厂库房，不拆迁 Changping 40.0702309 116.2307465 4000 0.5 6426 0.965495696496 56667.0 19.4987392309
